qid	label	description	description_lang	instance_qids	instance_labels	inception	dissolved	active_span	active_centuries	has_coord	coord	has_geoshape	geoshape	wikipedia_url	wikipedia_lang	cliopatria_match	cliopatria_name	cliopatria_n_periods	cliopatria_match_via
Q690821	Republic of Baden	federated republic in Germany between 1918 and 1945	en	Q107390|Q19953632|Q3024240	federated state|former administrative territorial entity|historical country	1918-01-01T00:00:00Z	1933-03-11T00:00:00Z|1945-01-01T00:00:00Z	(1918-1945)	20th	True	Point(7.766666666 48.3)	False		https://en.wikipedia.org/wiki/Republic_of_Baden	en	True	Republic of Baden	1	wikidata
Q691321	Sicilia	Roman province	en	Q182547	Roman province	-0240-01-01T00:00:00Z	0476-01-01T00:00:00Z	(-240-476)	3rd BCE-5th	True	Point(14.015378 37.599958)	False		https://en.wikipedia.org/wiki/Sicilia_(Roman_province)	en	False			
Q691981	Duchies of Silesia	divisions of the region of Silesia	en	Q3024240	historical country	1335-01-01T00:00:00Z	1742-01-01T00:00:00Z	(1335-1742)	14th-18th	True	Point(17.033333333 51.116666666)	False		https://en.wikipedia.org/wiki/Duchies_of_Silesia	en	False			
Q692015	United Belgian States	confederation in the Southern Netherlands (1790)	en	Q3024240	historical country	1790-01-11T00:00:00Z	1790-12-02T00:00:00Z	(1790-1790)	18th	False		False		https://en.wikipedia.org/wiki/United_Belgian_States	en	False			
Q69319917	assemblage artist	artist creating assemblages	en	Q12737077	occupation					False		False				False			
Q69323	French constitutional monarchy	Constitutional monarchy of France (1791–1792)	en	Q3024240	historical country	1791-09-04T00:00:00Z	1792-09-21T00:00:00Z	(1791-1792)	18th	True	Point(2.351388888 48.856944444)	False		https://en.wikipedia.org/wiki/Kingdom_of_France_(1791%E2%80%9392)	en	False			
Q693356	Hesse-Nassau	province of Prussia (1868-1944)	en	Q34876	province	1868-12-07T00:00:00Z	1944-06-30T00:00:00Z	(1868-1944)	19th-20th	True	Point(9.497916666 51.315777777)	False		https://en.wikipedia.org/wiki/Province_of_Hesse-Nassau	en	False			
Q693551	Landgraviate of Hesse-Darmstadt	Principality of the Holy Roman Empire (1567–1806)	en	Q20856058|Q26830017|Q26879769	landgraviate|state in the Confederation of the Rhine|state in the Holy Roman Empire	1567-01-01T00:00:00Z	1806-01-01T00:00:00Z	(1567-1806)	16th-19th	True	Point(8.65 49.866666666)	False		https://en.wikipedia.org/wiki/Landgraviate_of_Hesse-Darmstadt	en	False			
Q693570	Duchy of Ferrara	former country	en	Q3024240	historical country	1264-01-01T00:00:00Z	1597-01-01T00:00:00Z	(1264-1597)	13th-16th	True	Point(11.616667 44.833333)	False		https://en.wikipedia.org/wiki/Duchy_of_Ferrara	en	False			
Q693669	Grand Duchy of Oldenburg	grand duchy	en	Q113136497|Q165116	grand duchy|state of the German Confederation 1815–1848 & 1850–1866	1814-01-01T00:00:00Z	1918-11-11T00:00:00Z	(1814-1918)	19th-20th	True	Point(8.213888888 53.143888888)	False		https://en.wikipedia.org/wiki/Grand_Duchy_of_Oldenburg	en	False			
Q693911	Bizone	joint zone of British and US occupied West Germany	en	Q161243|Q2577883	dependent territory|occupied territory	1947-01-01T00:00:00Z	1949-04-08T00:00:00Z	(1947-1949)	20th	False		False		https://en.wikipedia.org/wiki/Bizone	en	False			
Q693980	Duchy of Swabia	duchy of Holy Roman Empire (909-1268)	en	Q154547|Q3024240	duchy|historical country	0917-01-01T00:00:00Z	1313-01-01T00:00:00Z	(917-1313)	10th-14th	False		False		https://en.wikipedia.org/wiki/Duchy_of_Swabia	en	False			
Q6940348	Muscogee (Creek) Nation	Federally recognized Native American tribe in Oklahoma	en	Q6266|Q7840353	federally recognized Native American tribe in the United States|nation					False		False		https://en.wikipedia.org/wiki/Muscogee_Nation	en	False			
Q694231	People's State of Hesse	former state of Germany, 1918-1945	en	Q107390	federated state	1918-11-09T00:00:00Z	1945-09-19T00:00:00Z	(1918-1945)	20th	True	Point(8.65 49.86666667)	False		https://en.wikipedia.org/wiki/People%27s_State_of_Hesse	en	False			
Q694269	Hesse-Homburg	countship	en	Q113136497|Q20856058	landgraviate|state of the German Confederation 1815–1848 & 1850–1866	1622-01-01T00:00:00Z	1866-01-01T00:00:00Z	(1622-1866)	17th-19th	False		False		https://en.wikipedia.org/wiki/Hesse-Homburg	en	False			
Q694594	Duchy of Bremen and Verden	territories and immediate fiefs of the Holy Roman Empire	en	Q19953632|Q26830017	former administrative territorial entity|state in the Holy Roman Empire	1648-01-01T00:00:00Z	1823-01-01T00:00:00Z	(1648-1823)	17th-19th	True	Point(9.47638889 53.60083333)	False		https://en.wikipedia.org/wiki/Bremen-Verden	en	False			
Q694740	Exarchate of Ravenna	administrative division of the Eastern Roman Empire (584–751)	en	Q946136	exarchate of the Byzantine Empire	0584-01-01T00:00:00Z	0751-01-01T00:00:00Z	(584-751)	6th-8th	False		False		https://en.wikipedia.org/wiki/Exarchate_of_Ravenna	en	False			
Q6950083	Méma	region and former country in present-day Mali	en							False		False		https://en.wikipedia.org/wiki/M%C3%A9ma	en	False			
Q6950142	Métis Nation of Ontario	representative body of the Métis Nation in Ontario	en	Q7210356	political organization	1993-01-01T00:00:00Z		(1993-?)	20th	False		False		https://en.wikipedia.org/wiki/M%C3%A9tis_Nation_of_Ontario	en	False			
Q695316	Schwarzburg-Rudolstadt	principality	en	Q113136497|Q208500|Q26830017|Q26879769	principality|state in the Confederation of the Rhine|state in the Holy Roman Empire|state of the German Confederation 1815–1848 & 1850–1866	1599-01-01T00:00:00Z	1919-01-01T00:00:00Z	(1599-1919)	16th-20th	False		False		https://en.wikipedia.org/wiki/Schwarzburg-Rudolstadt	en	False			
Q695322	Landgraviate of Hesse	landgraviate	en	Q20856058|Q3024240	historical country|landgraviate	1264-01-01T00:00:00Z	1567-01-01T00:00:00Z	(1264-1567)	13th-16th	True	Point(9.497778 51.319722)	False		https://en.wikipedia.org/wiki/Landgraviate_of_Hesse	en	False			
Q695919	Duke of Holstein-Gottorp	dynasty of Dano-German dukes	en	Q355567	noble title		1866-01-01T00:00:00Z	(?-1866)	19th	False		False		https://en.wikipedia.org/wiki/Duke_of_Holstein-Gottorp	en	False			
Q696241	Khanate of Kokand	former state in Central Asia	en	Q3024240|Q331644	historical country|khanate	1709-01-01T00:00:00Z	1876-01-01T00:00:00Z	(1709-1876)	18th-19th	True	Point(70.9425 40.528611)	False		https://en.wikipedia.org/wiki/Khanate_of_Kokand	en	True	Khanate of Kokand	11	wikidata
Q696242	Wang Jingwei regime	Chinese puppet government under the Empire of Japan; existed from 1940 to 1945	en	Q208164|Q3024240|Q7188	government|historical country|puppet state	1940-03-30T00:00:00Z	1945-08-16T00:00:00Z	(1940-1945)	20th	True	Point(118.766666666 32.05)	False		https://en.wikipedia.org/wiki/Wang_Jingwei_regime	en	False			
Q696352	Mieste	village in Gardelegen, Saxony-Anhalt	en	Q253019|Q262166	Ortsteil|municipality in Germany					True	Point(11.202777777 52.478888888)	False		https://en.wikipedia.org/wiki/Mieste	en	False			
Q696640	Duchy of Pomerania	state in west-central Europe from 1121 to 1637	en	Q1371288|Q26830017|Q3024240	historical country|state in the Holy Roman Empire|vassal state	1121-01-01T00:00:00Z	1637-01-01T00:00:00Z	(1121-1637)	12th-17th	False		False		https://en.wikipedia.org/wiki/Duchy_of_Pomerania	en	False			
Q696651	Saxe-Eisenach	duchy in Central Europe until 1809	en	Q154547|Q26830017|Q26879769|Q3024240	duchy|historical country|state in the Confederation of the Rhine|state in the Holy Roman Empire	1596-01-01T00:00:00Z	1809-01-01T00:00:00Z	(1596-1809)	16th-19th	True	Point(10.3244 50.9747)	False		https://en.wikipedia.org/wiki/Saxe-Eisenach	en	False			
Q696908	Kingdom of Poland	puppet state proposed in 1916 by Germany and Austria-Hungary	en	Q208164|Q3024240	historical country|puppet state	1916-01-01T00:00:00Z	1918-01-01T00:00:00Z	(1916-1918)	20th	False		False		https://en.wikipedia.org/wiki/Kingdom_of_Poland_(1917%E2%80%931918)	en	False			
Q696970	Lands of the Crown of Saint Stephen	part of Austria-Hungary	en	Q107390|Q1620908|Q56061	administrative territorial entity|federated state|historical region	1867-01-01T00:00:00Z	1918-11-16T00:00:00Z	(1867-1918)	19th-20th	True	Point(19.05 47.466666666)	False		https://en.wikipedia.org/wiki/Lands_of_the_Crown_of_Saint_Stephen	en	False			
Q697084	Duchy of Oldenburg	historical duchy centred on Oldenburg in what is now north-western Germany	en	Q26879769|Q3024240	historical country|state in the Confederation of the Rhine	1774-01-01T00:00:00Z	1918-01-01T00:00:00Z	(1774-1918)	18th-20th	True	Point(8.213888888 53.143888888)	False		https://en.wikipedia.org/wiki/Duchy_of_Oldenburg	en	True	Duchy of Oldenburg	7	wikidata
Q697254	Prince-Bishopric of Münster	ecclesiastical principality in the Holy Roman Empire	en	Q463742	Hochstift	1180-01-01T00:00:00Z	1802-01-01T00:00:00Z|1803-02-25T00:00:00Z	(1180-1803)	12th-19th	True	Point(7.625628 51.963032)	False		https://en.wikipedia.org/wiki/Prince-Bishopric_of_M%C3%BCnster	en	False			
Q697685	House of Nassau-Weilburg	branch of the House of Nassau	en	Q13417114|Q164950	dynasty|noble family	1344-01-01T00:00:00Z	1985-01-01T00:00:00Z	(1344-1985)	14th-20th	False		False		https://en.wikipedia.org/wiki/House_of_Nassau-Weilburg	en	False			
Q697787	Duchy of Limburg	duchy in Western Europe between 1065-1795	en	Q154547|Q3024240	duchy|historical country	1065-01-01T00:00:00Z	1795-01-01T00:00:00Z	(1065-1795)	11th-18th	True	Point(5.933333333 50.616666666)	False		https://en.wikipedia.org/wiki/Duchy_of_Limburg	en	False			
Q697837	Mengjiang	puppet state (1939–1945) of Japan in Inner Mongolia	en	Q208164|Q3024240	historical country|puppet state	1939-09-01T00:00:00Z	1945-08-19T00:00:00Z	(1939-1945)	20th	True	Point(114.883333333 40.816666666)	False		https://en.wikipedia.org/wiki/Mengjiang	en	False			
Q698048	County of Isenburg	countship	en	Q26879769|Q353344	countship|state in the Confederation of the Rhine	1100-01-01T00:00:00Z	1816-01-01T00:00:00Z	(1100-1816)	11th-19th	False		False		https://en.wikipedia.org/wiki/County_of_Isenburg	en	False			
Q698162	Rhine Province	province of Prussia (1822–1945)	en	Q574299	provinces of Prussia	1822-06-22T00:00:00Z	1945-01-01T00:00:00Z	(1822-1945)	19th-20th	True	Point(7.6 50.36666667)	False		https://en.wikipedia.org/wiki/Rhine_Province	en	False			
Q698239	Later Baekje	former country	en	Q3024240	historical country	0892-01-01T00:00:00Z	0936-01-01T00:00:00Z	(892-936)	9th-10th	False		False		https://en.wikipedia.org/wiki/Later_Paekche	en	True	Hubaekje	2	wikidata
Q698248	Kingdom of Dalmatia	second kingdom, crown land of the Austrian Empire (1815-1867) and the Cisleithanian half of Austria-Hungary (1867-1918)	en	Q681026	crown land of Austria	1815-06-22T00:00:00Z	1918-10-29T00:00:00Z	(1815-1918)	19th-20th	True	Point(15.216666666 44.116666666)	False		https://en.wikipedia.org/wiki/Kingdom_of_Dalmatia	en	False			
Q69829	French Fourth Republic	government of France between 1946 and 1958	en	Q11514315|Q17152708|Q3024240	historical country|historical period|republic regime in France	1946-01-01T00:00:00Z	1958-10-04T00:00:00Z	(1946-1958)	20th	True	Point(2.333055555 48.866666666)	False		https://en.wikipedia.org/wiki/French_Fourth_Republic	en	True	(French Fourth Republic)|French Fourth Republic	14	wikidata
Q699446	Dutch Formosa	Dutch colony, 1624–1662	en	Q11514315|Q133156	colony|historical period	1624-01-01T00:00:00Z	1662-01-01T00:00:00Z	(1624-1662)	17th	False		False		https://en.wikipedia.org/wiki/Dutch_Formosa	en	False			
Q699871	Taebong	former country	en	Q3024240	historical country	0901-01-01T00:00:00Z	0918-01-01T00:00:00Z	(901-918)	10th	False		False		https://en.wikipedia.org/wiki/T%27aebong	en	True	Taebong	1	wikidata
Q699923	Illyrian Provinces	province of the First French Empire	en	Q472538	sister republic	1809-01-01T00:00:00Z	1816-01-01T00:00:00Z	(1809-1816)	19th	False		False		https://en.wikipedia.org/wiki/Illyrian_Provinces	en	False			
Q699964	Archduchy of Austria	fief of the Holy Roman Empire, 1453–1806	en	Q3024240	historical country	1358-01-01T00:00:00Z	1918-01-01T00:00:00Z	(1358-1918)	14th-20th	True	Point(16.3667 48.2167)	False		https://en.wikipedia.org/wiki/Archduchy_of_Austria	en	False			
Q700198	County of Mark	county and state in the Lower Rhenish–Westphalian Circle of the Holy Roman Empire	en	Q26830017|Q353344	countship|state in the Holy Roman Empire	1160-01-01T00:00:00Z	1806-01-01T00:00:00Z	(1160-1806)	12th-19th	True	Point(7.815833333 51.673611111)	False		https://en.wikipedia.org/wiki/County_of_Mark	en	False			
Q700229	Saxe-Gotha	one of the Saxon duchies of the Wettin dynasty	en	Q154547|Q26830017|Q3024240|Q672502	Ernestine duchy|duchy|historical country|state in the Holy Roman Empire	1640-01-01T00:00:00Z	1680-01-01T00:00:00Z	(1640-1680)	17th	False		False		https://en.wikipedia.org/wiki/Saxe-Gotha	en	False			
Q700247	Saxe-Weissenfels	duchy of the Holy Roman Empire	en	Q26830017	state in the Holy Roman Empire	1656-01-01T00:00:00Z	1746-01-01T00:00:00Z	(1656-1746)	17th-18th	False		False		https://en.wikipedia.org/wiki/Saxe-Weissenfels	en	False			
Q700283	Austrian Netherlands	major part of the Southern Netherlands region between 1714 and 1797	en	Q26830017	state in the Holy Roman Empire	1714-01-01T00:00:00Z	1797-01-01T00:00:00Z	(1714-1797)	18th	False		False		https://en.wikipedia.org/wiki/Austrian_Netherlands	en	False			
Q700663	Saxe-Coburg-Saalfeld	Saxon duchy, 1735–1826	en	Q113136497|Q26830017|Q26879769|Q672502	Ernestine duchy|state in the Confederation of the Rhine|state in the Holy Roman Empire|state of the German Confederation 1815–1848 & 1850–1866	1699-01-01T00:00:00Z	1825-08-06T00:00:00Z	(1699-1825)	17th-19th	False		False		https://en.wikipedia.org/wiki/Saxe-Coburg-Saalfeld	en	False			
Q7007213	New England Colonies	English, from 1707 British, possessions in North America up to 1776	en	Q1351282|Q617219	English overseas possession|crown colony					False		False		https://en.wikipedia.org/wiki/New_England_Colonies	en	False			
Q701025	German Samoa	colony and protectorate of the German Empire in Oceania from 1900 to 1920	en	Q133156	colony	1900-01-01T00:00:00Z	1920-01-01T00:00:00Z	(1900-1920)	19th-20th	True	Point(-172.1 -13.8)	False		https://en.wikipedia.org/wiki/German_Samoa	en	False			
Q701273	Jinhan confederacy	confederation of protostates in southeastern Korean peninsula	en	Q3024240	historical country		0356-01-01T00:00:00Z	(?-356)	4th	False		False		https://en.wikipedia.org/wiki/Jinhan_confederacy	en	True	Jinhan	2	wikidata
Q701614	Prince-Archbishopric of Salzburg	prince-archbishopric in Central Europe between 1328–1803	en	Q1366274|Q26830017|Q3024240	Prince-Archbishopric|historical country|state in the Holy Roman Empire	1278-01-01T00:00:00Z	1803-01-01T00:00:00Z	(1278-1803)	13th-19th	True	Point(13.033333 47.8)	False		https://en.wikipedia.org/wiki/Prince-Archbishopric_of_Salzburg	en	False			
Q701914	Territory of the Military Commander in Serbia	area of the Kingdom of Yugoslavia under military government of occupation by the Wehrmacht (1941–1944)	en	Q2577883|Q3024240	historical country|occupied territory	1941-01-01T00:00:00Z	1944-01-01T00:00:00Z	(1941-1944)	20th	True	Point(20.45 44.816666666)	False		https://en.wikipedia.org/wiki/Territory_of_the_Military_Commander_in_Serbia	en	False			
Q701983	Palatinate-Zweibrücken	former state of the Holy Roman Empire	en	Q154547|Q26830017|Q2991489|Q3024240	county palatine|duchy|historical country|state in the Holy Roman Empire	1444-01-01T00:00:00Z	1801-01-01T00:00:00Z	(1444-1801)	15th-19th	True	Point(7.366666666 49.25)	False		https://en.wikipedia.org/wiki/Palatine_Zweibr%C3%BCcken	en	False			
Q702012	Duchy of Magdeburg	duchy in Central Europe between 1680–1807	en	Q154547	duchy	1680-01-01T00:00:00Z	1807-01-01T00:00:00Z	(1680-1807)	17th-19th	True	Point(12.05 51.85)	False		https://en.wikipedia.org/wiki/Duchy_of_Magdeburg	en	False			
Q702224	Duchy of Carinthia	duché du Saint-Empire	fr	Q26830017|Q681026	crown land of Austria|state in the Holy Roman Empire	0976-01-01T00:00:00Z	1335-01-01T00:00:00Z	(976-1335)	10th-14th	True	Point(14.3 46.616666666)	False		https://en.wikipedia.org/wiki/Duchy_of_Carinthia	en	False			
Q703195	Later Balhae	former state	en	Q3024240	historical country	0927-01-01T00:00:00Z	1009-01-01T00:00:00Z	(927-1009)	10th-11th	False		False		https://en.wikipedia.org/wiki/Later_Parhae	en	False			
Q703340	Wiman Chosŏn	ancient kingdom in the Korean peninsula and Manchuria (194–108 BCE)	en	Q3024240|Q7269	historical country|monarchy	-0193-01-01T00:00:00Z	-0107-01-01T00:00:00Z	(-193--107)	2nd BCE	False		False		https://en.wikipedia.org/wiki/Wiman_Chos%C5%8Fn	en	False			
Q703919	Ngô dynasty	first Vietnamese dynasty after the Third Chinese domination of Vietnam (939–965)	en	Q11514315|Q164950|Q417175	dynasty|historical period|kingdom	0939-01-01T00:00:00Z	0965-01-01T00:00:00Z	(939-965)	10th	False		False		https://en.wikipedia.org/wiki/Ng%C3%B4_dynasty	en	True	Ngô Dynasty	17	wikidata
Q704278	Mahan confederacy	former country on Korean peninsula	en	Q170156|Q3024240	confederation|historical country	0100-01-01T00:00:00Z	0300-01-01T00:00:00Z	(100-300)	1st-3rd	False		False		https://en.wikipedia.org/wiki/Mahan_confederacy	en	False			
Q704288	Duchy of Holstein	territory of the Holy Roman Empire and its successors, 1474–1867	en	Q113136497|Q26830017	state in the Holy Roman Empire|state of the German Confederation 1815–1848 & 1850–1866	1474-01-01T00:00:00Z	1867-10-30T00:00:00Z	(1474-1867)	15th-19th	False		False		https://en.wikipedia.org/wiki/Duchy_of_Holstein	en	True	Duchy of Holstein	2	wikidata
Q704300	Free City of Frankfurt	historical city-state, today part of Germany	en	Q3024240	historical country	1372-01-01T00:00:00Z	1866-10-08T00:00:00Z	(1372-1866)	14th-19th	True	Point(8.68222222 50.11027778)	False		https://en.wikipedia.org/wiki/Free_City_of_Frankfurt	en	True	Free City of Frankfurt	2	wikidata
Q704312	Grand Duchy of Frankfurt	grand duchy	en	Q1679711|Q26879763|Q26879769	Modellstaat|Napoleonic client state|state in the Confederation of the Rhine	1810-01-01T00:00:00Z	1813-01-01T00:00:00Z	(1810-1813)	19th	True	Point(8.683333333 50.116666666)	False		https://en.wikipedia.org/wiki/Grand_Duchy_of_Frankfurt	en	False			
Q705044	People's Committee of North Korea	government that controlled North Korea between 1947–1948; replaced in 1948 by the Democratic People’s Republic of Korea	en	Q3024240|Q59281	historical country|provisional government	1947-02-22T00:00:00Z	1948-09-09T00:00:00Z	(1947-1948)	20th	False		False		https://en.wikipedia.org/wiki/People%27s_Committee_of_North_Korea	en	False			
Q705438	Free State of Anhalt	federated state	en	Q107390|Q1620908	federated state|historical region	1918-01-01T00:00:00Z	1946-10-20T00:00:00Z	(1918-1946)	20th	True	Point(12.25 51.833333333)	False		https://en.wikipedia.org/wiki/Free_State_of_Anhalt	en	False			
Q706018	Electorate of Hanover	former principality of the Holy Roman Empire	en	Q1621034|Q20521456|Q26830017	electoral principate|historical territory|state in the Holy Roman Empire	1692-01-01T00:00:00Z	1814-01-01T00:00:00Z	(1692-1814)	17th-19th	True	Point(9.716666666 52.366666666)	False		https://en.wikipedia.org/wiki/Electorate_of_Hanover	en	True	Electorate of Hanover	12	wikidata
Q706152	Principality of Anhalt-Zerbst	principality in the Holy Roman Empire	en	Q208500|Q26830017	principality|state in the Holy Roman Empire	1252-01-01T00:00:00Z	1796-01-01T00:00:00Z	(1252-1796)	13th-18th	True	Point(12.084444 51.968056)	False		https://en.wikipedia.org/wiki/Principality_of_Anhalt-Zerbst	en	False			
Q706553	County of Nice	county of Savoy	en	Q1620908|Q3024240	historical country|historical region	1388-10-06T00:00:00Z	1818-11-10T00:00:00Z	(1388-1818)	14th-19th	True	Point(7.27 43.7)	False		https://en.wikipedia.org/wiki/County_of_Nice	en	False			
Q706679	Duchy of Bar	duchy	en	Q154547|Q353344	countship|duchy	1033-01-01T00:00:00Z	1766-01-01T00:00:00Z	(1033-1766)	11th-18th	False		False		https://en.wikipedia.org/wiki/Duchy_of_Bar	en	False			
Q706691	Republic of Mainz	first democratic state on the current German territory	en	Q472538	sister republic	1793-01-01T00:00:00Z	1793-01-01T00:00:00Z	(1793-1793)	18th	False		False		https://en.wikipedia.org/wiki/Republic_of_Mainz	en	False			
Q7075778	occupation of the Gaza Strip by the United Arab Republic	Egyptian military occupation of the Palestinian territory of Gaza after the 1948 Palestine war	en	Q188686	military occupation	1959-01-01T00:00:00Z	1967-01-01T00:00:00Z	(1959-1967)	20th	False		False		https://en.wikipedia.org/wiki/United_Arab_Republic_occupation_of_the_Gaza_Strip	en	False			
Q7075820	Occupied Enemy Territory Administration	joint British and French military administration over parts of the Levant and Mesopotamia	en	Q19953632|Q2577883	former administrative territorial entity|occupied territory	1918-10-23T00:00:00Z	1920-09-01T00:00:00Z	(1918-1920)	20th	True	Point(35.833333333 33.833333333)	False		https://en.wikipedia.org/wiki/Occupied_Enemy_Territory_Administration	en	False			
Q707584	County of Looz	historical county in the Southern Low Countries	en	Q353344	countship	1040-01-01T00:00:00Z	1795-01-01T00:00:00Z	(1040-1795)	11th-18th	True	Point(5.35 50.8)	False		https://en.wikipedia.org/wiki/County_of_Loon	en	False			
Q707767	Prince-Bishopric of Utrecht	ecclesiastic state of the Holy Roman Empire	en	Q3024240|Q463742	Hochstift|historical country	1024-01-01T00:00:00Z	1528-01-01T00:00:00Z	(1024-1528)	11th-16th	False		False		https://en.wikipedia.org/wiki/Prince-Bishopric_of_Utrecht	en	False			
Q707771	County of Bentheim	countship	en	Q353344	countship	1050-01-01T00:00:00Z	1806-01-01T00:00:00Z	(1050-1806)	11th-19th	True	Point(7.166667 52.3)	False		https://en.wikipedia.org/wiki/County_of_Bentheim	en	False			
Q7079876	Ogbia	local government area in Nigeria	en	Q1639634	local government area of Nigeria					True	Point(6.326944444 4.774166666)|Point(6.33333 4.78333)	False		https://en.wikipedia.org/wiki/Ogbia	en	False			
Q70802	French Third Republic	nation of France from 1870 to 1940	en	Q3024240	historical country	1870-09-04T00:00:00Z	1940-07-10T00:00:00Z	(1870-1940)	19th-20th	True	Point(2.316388888 48.870277777)	False		https://en.wikipedia.org/wiki/French_Third_Republic	en	True	(French Third Republic)|French Third Republic	41	wikidata
Q7081668	Oju	local government area of Nigeria	en	Q1639634	local government area of Nigeria					True	Point(8.381944444 6.858888888)|Point(8.41667 6.85)	False		https://en.wikipedia.org/wiki/Oju,_Nigeria	en	False			
Q709175	Tabaristan	historical region of Iran, home of Tapyri/Tapuri people	en							False		False		https://en.wikipedia.org/wiki/Tabaristan	en	False			
Q7093670	Oneida Nation	Federally recognized Native tribe of Oneida people in Wisconsin	en	Q7840353	federally recognized Native American tribe in the United States					True	Point(-88.205555555 44.486666666)	False		https://en.wikipedia.org/wiki/Oneida_Nation_of_Wisconsin	en	False			
Q70972	Kingdom of France	kingdom in Western Europe (987–1792; 1815–1848)	en	Q3024240	historical country	0987-01-01T00:00:00Z	1791-09-04T00:00:00Z	(987-1791)	10th-18th	False		False		https://en.wikipedia.org/wiki/Kingdom_of_France	en	True	(Bourbon Kingdom of France)|(Kingdom of France)|Bourbon Kingdom of France|Kingdom of France	229	wikipedia_title
Q709969	Kija Chosŏn	period after the alleged arrival of the Han Chinese sage Gija in the northwest of Korean peninsula	en	Q117818123	country which may be fictional					False		False		https://en.wikipedia.org/wiki/Kija_Chos%C5%8Fn	en	False			
Q710286	Siluo Township	urban township in Yunlin County, Taiwan	en	Q12039044	urban township of Taiwan					True	Point(120.45 23.78333)|Point(120.455 23.7827)	False		https://en.wikipedia.org/wiki/Xiluo	en	False			
Q7105169	Orumba South	local government area in Anambra State, Nigeria.	en	Q6501447	local government					True	Point(5.990942 5.990942)|Point(7.21667 5.96667)	False		https://en.wikipedia.org/wiki/Orumba_South	en	False			
Q71084	First French Empire	empire of Napoleon I of France, from 1804 to 1815	en	Q3024240|Q48349|Q5589178	empire|historical country|regime	1804-05-18T00:00:00Z	1815-07-07T00:00:00Z	(1804-1815)	19th	True	Point(2.3325 48.862222222)	False		https://en.wikipedia.org/wiki/First_French_Empire	en	True	(First French Empire)|First French Empire|First French colonial empire	16	wikidata
Q712179	Little Goguryeo	hypothesized state in Liaodong and northern Korean peninsula after collapse of Goguryeo	en	Q3024240	historical country					False		False		https://en.wikipedia.org/wiki/Little_Goguryeo	en	False			
Q71234	Corsican Republic	unrecognized European state (1755–1769)	en	Q99541706	historical unrecognized state	1755-11-18T00:00:00Z	1769-06-13T00:00:00Z	(1755-1769)	18th	True	Point(9.083333333 42.15)	False		https://en.wikipedia.org/wiki/Corsican_Republic	en	True	Corsican Republic	2	wikidata
Q712357	Land of Fire	fictional country in the Naruto series	en	Q1145276	fictional country					False		False		https://gl.wikipedia.org/wiki/Aldea_Oculta_de_Konoha	gl	False			
Q7126720	Palanpur State	princely state of India	en	Q1336152|Q3024240	historical country|princely state	1370-01-01T00:00:00Z	1948-01-01T00:00:00Z	(1370-1948)	14th-20th	True	Point(72.43 24.17)	False		https://en.wikipedia.org/wiki/Palanpur_State	en	False			
Q712828	Upper East Region	administrative region in Ghana	en	Q1052743	region of Ghana					True	Point(-0.75 10.75)	True	http://commons.wikimedia.org/data/main/Data:Ghana/Upper+East.map	https://en.wikipedia.org/wiki/Upper_East_Region	en	False			
Q7130792	Pandya Kingdom	mythical kingdom in the Mahabharata	en	Q3024240	historical country					False		False		https://en.wikipedia.org/wiki/Pandya_Kingdom	en	False			
Q713397	Dongye	former state	en	Q1642488|Q3024240	chiefdom|historical country	-0300-01-01T00:00:00Z	0500-01-01T00:00:00Z	(-300-500)	3rd BCE-5th	False		False		https://en.wikipedia.org/wiki/Eastern_Ye	en	False			
Q71374647	Magirus	family name	en	Q101352	family name					False		False				False			
Q713750	West Germany	Federal Republic of Germany in the period between its formation on 23 May 1949 and German reunification on 3 October 1990	en	Q3024240	historical country	1949-05-23T00:00:00Z	1990-10-03T00:00:00Z	(1949-1990)	20th	True	Point(7.099722222 50.733888888)	False		https://en.wikipedia.org/wiki/West_Germany	en	True	Federal Republic of Germany	3	wikidata
Q714006	Republic of Ezo	short-lived state established in 1869 by former Tokugawa retainers in what is now known as Hokkaido, notable for being the first government to attempt to institute democracy in Japan	en	Q3024240	historical country	1869-01-27T00:00:00Z	1869-06-27T00:00:00Z	(1869-1869)	19th	True	Point(140.8 41.8)	False		https://en.wikipedia.org/wiki/Republic_of_Ezo	en	False			
Q71496997	Serilanka Branch Post Office			Q61443690	branch post office					False		False				False			
Q715197	Azad Hind	Indian provisional government in Japanese-occupied Singapore during World War II	en	Q59281	provisional government	1943-01-01T00:00:00Z	1945-01-01T00:00:00Z	(1943-1945)	20th	False		False		https://en.wikipedia.org/wiki/Azad_Hind	en	False			
Q715210	Geumgwan Gaya	former state in Korea	en	Q133442|Q3024240	city-state|historical country	0043-01-01T00:00:00Z	0532-01-01T00:00:00Z	(43-532)	1st-6th	False		False		https://en.wikipedia.org/wiki/Geumgwan_Gaya	en	False			
Q715257	Later Silla	former Korean kingdom	en	Q3024240	historical country	0668-01-01T00:00:00Z	0892-01-01T00:00:00Z	(668-892)	7th-9th	False		False		https://en.wikipedia.org/wiki/Unified_Silla	en	True	Unified Silla	4	wikidata
Q7170701	Overseas Citizenship of India	category of Indian nationality law	en	Q42138	citizenship					False		False		https://en.wikipedia.org/wiki/Overseas_Citizenship_of_India	en	False			
